season,winslot,Aslot,Bslot,winner,teamA,teamB,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,Ascore,Bscore,daynum,Aregion,Bregion
O,R3Z1,R2Z1,R2Z4,535,786,535,01,05,Syracuse,Butler,28,28,4,4,59,63,143,West,West
O,R3Z2,R2Z2,R2Z3,637,637,853,02,06,Kansas St,Xavier,25,24,7,8,101,96,143,West,West
O,R4W1,R3W1,R3W2,843,640,843,01,02,Kentucky,West Virginia,32,27,2,6,66,73,145,East,East
O,R4X1,R3X1,R3X2,577,577,521,01,03,Duke,Baylor,29,24,5,7,78,71,146,South,South
O,R4Y1,R3Y1,R3Y2,671,671,790,05,06,Michigan St,Tennessee,24,25,8,8,70,69,146,Midwest,Midwest
O,R4Z1,R3Z1,R3Z2,535,535,637,05,02,Butler,Kansas St,28,25,4,7,63,56,145,West,West
O,R5WX,R4W1,R4X1,577,843,577,02,01,West Virginia,Duke,27,29,6,5,57,78,152,East,South
O,R5YZ,R4Y1,R4Z1,535,671,535,05,05,Michigan St,Butler,24,28,8,4,50,52,152,Midwest,West
O,R6CH,R5WX,R5YZ,577,577,535,01,05,Duke,Butler,29,28,5,4,61,59,154,South,West
P,W12,W12a,W12b,551,551,805,12,12,Clemson,UAB,21,22,11,8,70,52,134,East,East
P,W16,W16a,W16b,820,506,820,16,16,Alabama St,UT San Antonio,15,16,17,13,61,70,135,East,East
P,Y16,Y16a,Y16b,814,513,814,16,16,Ark Little Rock,UNC Asheville,17,16,16,13,77,81,134,Southeast,Southeast
P,Z11,Z11a,Z11b,825,818,825,11,11,USC,VA Commonwealth,19,23,14,11,46,59,135,Southwest,Southwest
P,R1W1,W01,W16,720,720,820,01,16,Ohio St,UT San Antonio,32,16,2,13,75,46,137,East,East
P,R1W2,W02,W15,708,708,648,02,15,North Carolina,Long Island,26,27,7,5,102,87,137,East,East
P,R1W3,W03,W14,786,786,626,03,14,Syracuse,Indiana St,26,19,7,13,77,60,137,East,East
P,R1W4,W04,W13,640,640,736,04,13,Kentucky,Princeton,25,24,8,6,59,57,136,East,East
P,R1W5,W05,W12,843,843,551,05,12,West Virginia,Clemson,20,21,11,11,84,76,136,East,East
P,R1W6,W06,W11,660,853,660,06,11,Xavier,Marquette,24,20,7,14,55,66,137,East,East
P,R1W7,W07,W10,840,840,604,07,10,Washington,Georgia,23,21,10,11,68,65,137,East,East
P,R1W8,W08,W09,602,602,829,08,09,George Mason,Villanova,26,21,6,11,61,57,137,East,East
P,R1X1,X01,X16,577,577,610,01,16,Duke,Hampton,30,23,4,8,87,45,137,West,West
P,R1X2,X02,X15,754,754,688,02,15,San Diego St,N Colorado,30,19,2,10,68,50,136,West,West
P,R1X3,X03,X14,559,559,533,03,14,Connecticut,Bucknell,26,25,9,8,81,52,136,West,West
P,R1X4,X04,X13,793,793,718,04,13,Texas,Oakland,27,24,7,9,85,81,137,West,West
P,R1X5,X05,X12,511,511,666,05,12,Arizona,Memphis,27,25,7,9,77,75,137,West,West
P,R1X6,X06,X11,549,549,676,06,11,Cincinnati,Missouri,25,22,8,10,78,63,136,West,West
P,R1X7,X07,X10,789,789,729,07,10,Temple,Penn St,25,19,7,14,66,64,136,West,West
P,R1X8,X08,X09,670,670,790,08,09,Michigan,Tennessee,19,19,13,14,75,45,137,West,West
P,R1Y1,Y01,Y16,731,731,814,01,16,Pittsburgh,UNC Asheville,27,16,5,13,74,51,136,Southeast,Southeast
P,R1Y2,Y02,Y15,592,592,757,02,15,Florida,Santa Barbara,26,16,7,13,79,51,136,Southeast,Southeast
P,R1Y3,Y03,Y14,536,536,850,03,14,BYU,Wofford,29,21,4,12,74,66,136,Southeast,Southeast
P,R1Y4,Y04,Y13,849,849,522,04,13,Wisconsin,Belmont,23,30,8,4,72,58,136,Southeast,Southeast
P,R1Y5,Y05,Y12,637,637,822,05,12,Kansas St,Utah St,21,29,10,3,73,68,136,Southeast,Southeast
P,R1Y6,Y06,Y11,607,778,607,06,11,St Johns,Gonzaga,21,23,11,9,71,86,136,Southeast,Southeast
P,R1Y7,Y07,Y10,810,810,671,07,10,UCLA,Michigan St,22,18,10,14,78,76,136,Southeast,Southeast
P,R1Y8,Y08,Y09,535,535,723,08,09,Butler,Old Dominion,22,27,9,6,60,58,136,Southeast,Southeast
P,R1Z1,Z01,Z16,636,636,528,01,16,Kansas,Boston Univ,32,21,2,13,72,53,137,Southwest,Southwest
P,R1Z2,Z02,Z15,717,717,503,02,15,Notre Dame,Akron,26,22,6,12,69,56,137,Southwest,Southwest
P,R1Z3,Z03,Z14,738,738,782,03,14,Purdue,St Peters,25,20,7,13,65,43,137,Southwest,Southwest
P,R1Z4,Z04,Z13,682,651,682,04,13,Louisville,Morehead St,25,22,9,9,61,62,136,Southwest,Southwest
P,R1Z5,Z05,Z12,743,827,743,05,12,Vanderbilt,Richmond,23,27,10,7,66,69,136,Southwest,Southwest
P,R1Z6,Z06,Z11,825,603,825,06,11,Georgetown,VA Commonwealth,21,23,10,11,56,74,137,Southwest,Southwest
P,R1Z7,Z07,Z10,595,794,595,07,10,Texas A&M,Florida St,23,21,8,10,50,57,137,Southwest,Southwest
P,R1Z8,Z08,Z09,623,817,623,08,09,UNLV,Illinois,24,19,8,13,62,73,137,Southwest,Southwest
P,R2W1,R1W1,R1W8,720,720,602,01,08,Ohio St,George Mason,32,26,2,6,98,66,139,East,East
P,R2W2,R1W2,R1W7,708,708,840,02,07,North Carolina,Washington,26,23,7,10,86,83,139,East,East
P,R2W3,R1W3,R1W6,660,786,660,03,11,Syracuse,Marquette,26,20,7,14,62,66,139,East,East
P,R2W4,R1W4,R1W5,640,640,843,04,05,Kentucky,West Virginia,25,20,8,11,71,63,138,East,East
P,R2X1,R1X1,R1X8,577,577,670,01,08,Duke,Michigan,30,19,4,13,73,71,139,West,West
P,R2X2,R1X2,R1X7,754,754,789,02,07,San Diego St,Temple,30,25,2,7,71,64,138,West,West
P,R2X3,R1X3,R1X6,559,559,549,03,06,Connecticut,Cincinnati,26,25,9,8,69,58,138,West,West
P,R2X4,R1X4,R1X5,511,793,511,04,05,Texas,Arizona,27,27,7,7,69,70,139,West,West
P,R2Y1,R1Y1,R1Y8,535,731,535,01,08,Pittsburgh,Butler,27,22,5,9,70,71,138,Southeast,Southeast
P,R2Y2,R1Y2,R1Y7,592,592,810,02,07,Florida,UCLA,26,22,7,10,73,65,138,Southeast,Southeast
P,R2Y3,R1Y3,R1Y6,536,536,607,03,11,BYU,Gonzaga,29,23,4,9,89,67,138,Southeast,Southeast
P,R2Y4,R1Y4,R1Y5,849,849,637,04,05,Wisconsin,Kansas St,23,21,8,10,70,65,138,Southeast,Southeast
P,R2Z1,R1Z1,R1Z8,636,636,623,01,09,Kansas,Illinois,32,19,2,13,73,59,139,Southwest,Southwest
P,R2Z2,R1Z2,R1Z7,595,717,595,02,10,Notre Dame,Florida St,26,21,6,10,57,71,139,Southwest,Southwest
P,R2Z3,R1Z3,R1Z6,825,738,825,03,11,Purdue,VA Commonwealth,25,23,7,11,76,94,139,Southwest,Southwest
P,R2Z4,R1Z4,R1Z5,743,682,743,13,12,Morehead St,Richmond,22,27,9,7,48,65,138,Southwest,Southwest
P,R3W1,R2W1,R2W4,640,720,640,01,04,Ohio St,Kentucky,32,25,2,8,60,62,144,East,East
P,R3W2,R2W2,R2W3,708,708,660,02,11,North Carolina,Marquette,26,20,7,14,81,63,144,East,East
P,R3X1,R2X1,R2X4,511,577,511,01,05,Duke,Arizona,30,27,4,7,77,93,143,West,West
P,R3X2,R2X2,R2X3,559,754,559,02,03,San Diego St,Connecticut,30,26,2,9,67,74,143,West,West
P,R3Y1,R2Y1,R2Y4,535,535,849,08,04,Butler,Wisconsin,22,23,9,8,61,54,143,Southeast,Southeast
P,R3Y2,R2Y2,R2Y3,592,592,536,02,03,Florida,BYU,26,29,7,4,83,74,143,Southeast,Southeast
P,R3Z1,R2Z1,R2Z4,636,636,743,01,12,Kansas,Richmond,32,27,2,7,77,57,144,Southwest,Southwest
P,R3Z2,R2Z2,R2Z3,825,595,825,10,11,Florida St,VA Commonwealth,21,23,10,11,71,72,144,Southwest,Southwest
P,R4W1,R3W1,R3W2,640,640,708,04,02,Kentucky,North Carolina,25,26,8,7,76,69,146,East,East
P,R4X1,R3X1,R3X2,559,511,559,05,03,Arizona,Connecticut,27,26,7,9,63,65,145,West,West
P,R4Y1,R3Y1,R3Y2,535,535,592,08,02,Butler,Florida,22,26,9,7,74,71,145,Southeast,Southeast
P,R4Z1,R3Z1,R3Z2,825,636,825,01,11,Kansas,VA Commonwealth,32,23,2,11,61,71,146,Southwest,Southwest
P,R5WX,R4W1,R4X1,559,640,559,04,03,Kentucky,Connecticut,25,26,8,9,55,56,152,East,West
P,R5YZ,R4Y1,R4Z1,535,535,825,08,11,Butler,VA Commonwealth,22,23,9,11,70,62,152,Southeast,Southwest
P,R6CH,R5WX,R5YZ,559,559,535,03,08,Connecticut,Butler,26,22,9,9,53,41,154,West,Southeast
Q,X12,X12a,X12b,771,539,771,12,12,California,South Florida,24,19,9,13,54,65,135,Midwest,Midwest
Q,X16,X16a,X16b,828,643,828,16,16,Lamar,Vermont,21,23,11,11,59,71,135,Midwest,Midwest
Q,Y16,Y16a,Y16b,835,685,835,16,16,MS Valley St,W Kentucky,21,15,12,18,58,59,134,South,South
Q,Z14,Z14a,Z14b,536,536,627,14,14,BYU,Iona,23,25,8,7,78,72,134,West,West
Q,R1W1,W01,W16,786,786,814,01,16,Syracuse,UNC Asheville,31,21,2,9,72,65,136,East,East
Q,R1W2,W02,W15,720,720,653,02,15,Ohio St,Loyola MD,27,24,7,8,78,59,136,East,East
Q,R1W3,W03,W14,595,595,775,03,14,Florida St,St Bonaventure,24,20,9,11,66,63,137,East,East
Q,R1W4,W04,W13,849,849,680,04,13,Wisconsin,Montana,24,23,9,6,73,49,136,East,East
Q,R1W5,W05,W12,827,827,612,05,12,Vanderbilt,Harvard,24,25,10,4,79,70,136,East,East
Q,R1W6,W06,W11,549,549,793,06,11,Cincinnati,Texas,24,20,10,13,65,59,137,East,East
Q,R1W7,W07,W10,607,607,843,07,10,Gonzaga,West Virginia,25,19,6,13,77,54,136,East,East
Q,R1W8,W08,W09,637,637,772,08,09,Kansas St,Southern Miss,21,23,10,8,70,64,136,East,East
Q,R1X1,X01,X16,708,708,828,01,16,North Carolina,Vermont,29,23,5,11,77,58,137,Midwest,Midwest
Q,R1X2,X02,X15,636,636,574,02,15,Kansas,Detroit,27,20,6,13,65,50,137,Midwest,Midwest
Q,R1X3,X03,X14,603,603,522,03,14,Georgetown,Belmont,22,26,8,7,74,59,137,Midwest,Midwest
Q,R1X4,X04,X13,719,670,719,04,13,Michigan,Ohio,23,26,9,7,60,65,137,Midwest,Midwest
Q,R1X5,X05,X12,771,789,771,05,12,Temple,South Florida,24,19,7,13,44,58,137,Midwest,Midwest
Q,R1X6,X06,X11,695,754,695,06,11,San Diego St,NC State,24,22,7,12,65,79,137,Midwest,Midwest
Q,R1X7,X07,X10,738,781,738,07,10,St Marys CA,Purdue,25,21,5,12,69,72,137,Midwest,Midwest
Q,R1X8,X08,X09,562,562,504,08,09,Creighton,Alabama,28,21,5,11,58,57,137,Midwest,Midwest
Q,R1Y1,Y01,Y16,640,640,835,01,16,Kentucky,W Kentucky,32,15,2,18,81,66,136,South,South
Q,R1Y2,Y02,Y15,644,577,644,02,15,Duke,Lehigh,27,25,6,7,70,75,137,South,South
Q,R1Y3,Y03,Y14,521,521,748,03,14,Baylor,S Dakota St,26,25,7,7,68,60,136,South,South
Q,R1Y4,Y04,Y13,625,625,702,04,13,Indiana,New Mexico St,25,24,8,9,79,66,136,South,South
Q,R1Y5,Y05,Y12,825,846,825,05,12,Wichita St,VA Commonwealth,26,28,5,6,59,62,136,South,South
Q,R1Y6,Y06,Y11,556,817,556,06,11,UNLV,Colorado,24,21,8,11,64,68,136,South,South
Q,R1Y7,Y07,Y10,853,717,853,07,10,Notre Dame,Xavier,22,21,11,12,63,67,137,South,South
Q,R1Y8,Y08,Y09,629,629,559,08,09,Iowa St,Connecticut,22,20,10,13,77,64,136,South,South
Q,R1Z1,Z01,Z16,671,671,648,01,16,Michigan St,Long Island,27,25,7,8,89,67,137,West,West
Q,R1Z2,Z02,Z15,707,676,707,02,15,Missouri,Norfolk St,30,24,4,8,84,86,137,West,West
Q,R1Z3,Z03,Z14,660,660,536,03,14,Marquette,BYU,25,23,7,8,88,68,136,West,West
Q,R1Z4,Z04,Z13,651,651,568,04,13,Louisville,Davidson,26,24,9,7,69,62,136,West,West
Q,R1Z5,Z05,Z12,701,701,647,05,12,New Mexico,Long Beach St,26,23,6,8,75,68,136,West,West
Q,R1Z6,Z06,Z11,687,687,557,06,11,Murray St,Colorado St,27,20,1,11,58,41,136,West,West
Q,R1Z7,Z07,Z10,592,592,830,07,10,Florida,Virginia,23,22,10,9,71,45,137,West,West
Q,R1Z8,Z08,Z09,780,666,780,08,09,Memphis,St Louis,26,24,8,7,54,61,137,West,West
Q,R2W1,R1W1,R1W8,786,786,637,01,08,Syracuse,Kansas St,31,21,2,10,75,59,138,East,East
Q,R2W2,R1W2,R1W7,720,720,607,02,07,Ohio St,Gonzaga,27,25,7,6,73,66,138,East,East
Q,R2W3,R1W3,R1W6,549,595,549,03,06,Florida St,Cincinnati,24,24,9,10,56,62,139,East,East
Q,R2W4,R1W4,R1W5,849,849,827,04,05,Wisconsin,Vanderbilt,24,24,9,10,60,57,138,East,East
Q,R2X1,R1X1,R1X8,708,708,562,01,08,North Carolina,Creighton,29,28,5,5,87,73,139,Midwest,Midwest
Q,R2X2,R1X2,R1X7,636,636,738,02,10,Kansas,Purdue,27,21,6,12,63,60,139,Midwest,Midwest
Q,R2X3,R1X3,R1X6,695,603,695,03,11,Georgetown,NC State,22,22,8,12,63,66,139,Midwest,Midwest
Q,R2X4,R1X4,R1X5,719,719,771,13,12,Ohio,South Florida,26,19,7,13,62,56,139,Midwest,Midwest
Q,R2Y1,R1Y1,R1Y8,640,640,629,01,08,Kentucky,Iowa St,32,22,2,10,87,71,138,South,South
Q,R2Y2,R1Y2,R1Y7,853,644,853,15,10,Lehigh,Xavier,25,21,7,12,58,70,139,South,South
Q,R2Y3,R1Y3,R1Y6,521,521,556,03,11,Baylor,Colorado,26,21,7,11,80,63,138,South,South
Q,R2Y4,R1Y4,R1Y5,625,625,825,04,12,Indiana,VA Commonwealth,25,28,8,6,63,61,138,South,South
Q,R2Z1,R1Z1,R1Z8,671,671,780,01,09,Michigan St,St Louis,27,24,7,7,65,61,139,West,West
Q,R2Z2,R1Z2,R1Z7,592,707,592,15,07,Norfolk St,Florida,24,23,8,10,50,84,139,West,West
Q,R2Z3,R1Z3,R1Z6,660,660,687,03,06,Marquette,Murray St,25,27,7,1,62,53,138,West,West
Q,R2Z4,R1Z4,R1Z5,651,651,701,04,05,Louisville,New Mexico,26,26,9,6,59,56,138,West,West
Q,R3W1,R2W1,R2W4,786,786,849,01,04,Syracuse,Wisconsin,31,24,2,9,64,63,143,East,East
Q,R3W2,R2W2,R2W3,720,720,549,02,06,Ohio St,Cincinnati,27,24,7,10,81,66,143,East,East
Q,R3X1,R2X1,R2X4,708,708,719,01,13,North Carolina,Ohio,29,26,5,7,73,65,144,Midwest,Midwest
Q,R3X2,R2X2,R2X3,636,636,695,02,11,Kansas,NC State,27,22,6,12,60,57,144,Midwest,Midwest
Q,R3Y1,R2Y1,R2Y4,640,640,625,01,04,Kentucky,Indiana,32,25,2,8,102,90,144,South,South
Q,R3Y2,R2Y2,R2Y3,521,853,521,10,03,Xavier,Baylor,21,26,12,7,70,75,144,South,South
Q,R3Z1,R2Z1,R2Z4,651,671,651,01,04,Michigan St,Louisville,27,26,7,9,44,57,143,West,West
Q,R3Z2,R2Z2,R2Z3,592,592,660,07,03,Florida,Marquette,23,25,10,7,68,58,143,West,West
Q,R4W1,R3W1,R3W2,720,786,720,01,02,Syracuse,Ohio St,31,27,2,7,70,77,145,East,East
Q,R4X1,R3X1,R3X2,636,708,636,01,02,North Carolina,Kansas,29,27,5,6,67,80,146,Midwest,Midwest
Q,R4Y1,R3Y1,R3Y2,640,640,521,01,03,Kentucky,Baylor,32,26,2,7,82,70,146,South,South
Q,R4Z1,R3Z1,R3Z2,651,651,592,04,07,Louisville,Florida,26,23,9,10,72,68,145,West,West
Q,R5WX,R4W1,R4X1,636,720,636,02,02,Ohio St,Kansas,27,27,7,6,62,64,152,East,Midwest
Q,R5YZ,R4Y1,R4Z1,640,640,651,01,04,Kentucky,Louisville,32,26,2,9,69,61,152,South,West
Q,R6CH,R5WX,R5YZ,640,636,640,02,01,Kansas,Kentucky,27,32,6,2,59,67,154,Midwest,South
R,W16,W16a,W16b,635,635,648,16,16,James Madison,Long Island,20,20,14,13,68,55,135,East,East
R,Y11,Y11a,Y11b,781,672,781,11,11,Middle Tenn St,St Marys CA,28,26,5,6,54,67,134,Midwest,Midwest
R,Y16,Y16a,Y16b,693,645,693,16,16,Liberty,NC A&T,12,18,20,16,72,73,134,Midwest,Midwest
R,Z13,Z13a,Z13b,641,526,641,13,13,Boise St,La Salle,19,21,10,9,71,80,135,West,West
R,R1W1,W01,W16,625,625,635,01,16,Indiana,James Madison,27,20,6,14,83,62,137,East,East
R,R1W2,W02,W15,668,668,727,02,15,Miami FL,Pacific,27,20,6,12,78,49,137,East,East
R,R1W3,W03,W14,660,660,568,03,14,Marquette,Davidson,23,25,8,7,59,58,136,East,East
R,R1W4,W04,W13,786,786,680,04,13,Syracuse,Montana,26,23,9,6,81,34,136,East,East
R,R1W5,W05,W12,539,817,539,05,12,UNLV,California,24,20,9,11,61,64,136,East,East
R,R1W6,W06,W11,535,535,533,06,11,Butler,Bucknell,25,27,8,5,68,56,136,East,East
R,R1W7,W07,W10,623,623,556,07,10,Illinois,Colorado,21,21,12,11,57,49,137,East,East
R,R1W8,W08,W09,789,695,789,08,09,NC State,Temple,24,23,10,9,72,76,137,East,East
R,R1X1,X01,X16,636,636,835,01,16,Kansas,W Kentucky,29,19,5,15,64,57,137,South,South
R,R1X2,X02,X15,591,603,591,02,15,Georgetown,FL Gulf Coast,25,22,6,10,68,78,137,South,South
R,R1X3,X03,X14,592,592,716,03,14,Florida,Northwestern LA,26,19,7,8,79,47,137,South,South
R,R1X4,X04,X13,670,670,748,04,13,Michigan,S Dakota St,25,22,7,9,71,56,136,South,South
R,R1X5,X05,X12,825,825,503,05,12,VA Commonwealth,Akron,26,25,8,6,88,42,136,South,South
R,R1X6,X06,X11,673,810,673,06,11,UCLA,Minnesota,25,20,9,12,63,83,137,South,South
R,R1X7,X07,X10,754,754,721,07,10,San Diego St,Oklahoma,20,20,10,11,70,55,137,South,South
R,R1X8,X08,X09,708,708,829,08,09,North Carolina,Villanova,23,19,10,13,78,71,137,South,South
R,R1Y1,Y01,Y16,651,651,693,01,16,Louisville,NC A&T,29,18,5,16,79,48,136,Midwest,Midwest
R,R1Y2,Y02,Y15,577,577,507,02,15,Duke,Albany NY,27,24,5,10,73,61,137,Midwest,Midwest
R,R1Y3,Y03,Y14,671,671,826,03,14,Michigan St,Valparaiso,24,25,8,7,65,54,136,Midwest,Midwest
R,R1Y4,Y04,Y13,780,780,702,04,13,St Louis,New Mexico St,27,23,6,10,64,44,136,Midwest,Midwest
R,R1Y5,Y05,Y12,725,722,725,05,12,Oklahoma St,Oregon,24,26,8,8,55,68,136,Midwest,Midwest
R,R1Y6,Y06,Y11,666,666,781,06,11,Memphis,St Marys CA,30,26,4,6,54,52,136,Midwest,Midwest
R,R1Y7,Y07,Y10,562,562,549,07,10,Creighton,Cincinnati,27,22,7,11,67,63,137,Midwest,Midwest
R,R1Y8,Y08,Y09,557,557,676,08,09,Colorado St,Missouri,23,23,8,10,84,72,136,Midwest,Midwest
R,R1Z1,Z01,Z16,607,607,773,01,16,Gonzaga,Southern Univ,30,20,2,9,64,58,136,West,West
R,R1Z2,Z02,Z15,720,720,627,02,15,Ohio St,Iona,26,20,7,13,95,70,137,West,West
R,R1Z3,Z03,Z14,612,701,612,03,14,New Mexico,Harvard,29,18,5,9,62,68,136,West,West
R,R1Z4,Z04,Z13,641,637,641,04,13,Kansas St,La Salle,26,21,7,9,61,63,137,West,West
R,R1Z5,Z05,Z12,674,849,674,05,12,Wisconsin,Mississippi,23,26,11,8,46,57,137,West,West
R,R1Z6,Z06,Z11,511,511,522,06,11,Arizona,Belmont,25,24,7,6,81,64,136,West,West
R,R1Z7,Z07,Z10,629,717,629,07,10,Notre Dame,Iowa St,25,22,9,11,58,76,137,West,West
R,R1Z8,Z08,Z09,846,731,846,08,09,Pittsburgh,Wichita St,24,26,8,8,55,73,136,West,West
R,R2W1,R1W1,R1W8,625,625,789,01,09,Indiana,Temple,27,23,6,9,58,52,139,East,East
R,R2W2,R1W2,R1W7,668,668,623,02,07,Miami FL,Illinois,27,21,6,12,63,59,139,East,East
R,R2W3,R1W3,R1W6,660,660,535,03,06,Marquette,Butler,23,25,8,8,74,72,138,East,East
R,R2W4,R1W4,R1W5,786,786,539,04,12,Syracuse,California,26,20,9,11,66,60,138,East,East
R,R2X1,R1X1,R1X8,636,636,708,01,08,Kansas,North Carolina,29,23,5,10,70,58,139,South,South
R,R2X2,R1X2,R1X7,591,591,754,15,07,FL Gulf Coast,San Diego St,22,20,10,10,81,71,139,South,South
R,R2X3,R1X3,R1X6,592,592,673,03,11,Florida,Minnesota,26,20,7,12,78,64,139,South,South
R,R2X4,R1X4,R1X5,670,670,825,04,05,Michigan,VA Commonwealth,25,26,7,8,78,53,138,South,South
R,R2Y1,R1Y1,R1Y8,651,651,557,01,08,Louisville,Colorado St,29,23,5,8,82,56,138,Midwest,Midwest
R,R2Y2,R1Y2,R1Y7,577,577,562,02,07,Duke,Creighton,27,27,5,7,66,50,139,Midwest,Midwest
R,R2Y3,R1Y3,R1Y6,671,671,666,03,06,Michigan St,Memphis,24,30,8,4,70,48,138,Midwest,Midwest
R,R2Y4,R1Y4,R1Y5,725,780,725,04,12,St Louis,Oregon,27,26,6,8,57,74,138,Midwest,Midwest
R,R2Z1,R1Z1,R1Z8,846,607,846,01,09,Gonzaga,Wichita St,30,26,2,8,70,76,138,West,West
R,R2Z2,R1Z2,R1Z7,720,720,629,02,10,Ohio St,Iowa St,26,22,7,11,78,75,139,West,West
R,R2Z3,R1Z3,R1Z6,511,612,511,14,06,Harvard,Arizona,18,25,9,7,51,74,138,West,West
R,R2Z4,R1Z4,R1Z5,641,641,674,13,12,La Salle,Mississippi,21,26,9,8,76,74,139,West,West
R,R3W1,R2W1,R2W4,786,625,786,01,04,Indiana,Syracuse,27,26,6,9,50,61,143,East,East
R,R3W2,R2W2,R2W3,660,668,660,02,03,Miami FL,Marquette,27,23,6,8,61,71,143,East,East
R,R3X1,R2X1,R2X4,670,636,670,01,04,Kansas,Michigan,29,25,5,7,85,87,144,South,South
R,R3X2,R2X2,R2X3,592,591,592,15,03,FL Gulf Coast,Florida,22,26,10,7,50,62,144,South,South
R,R3Y1,R2Y1,R2Y4,651,651,725,01,12,Louisville,Oregon,29,26,5,8,77,69,144,Midwest,Midwest
R,R3Y2,R2Y2,R2Y3,577,577,671,02,03,Duke,Michigan St,27,24,5,8,71,61,144,Midwest,Midwest
R,R3Z1,R2Z1,R2Z4,846,846,641,09,13,Wichita St,La Salle,26,21,8,9,72,58,143,West,West
R,R3Z2,R2Z2,R2Z3,720,720,511,02,06,Ohio St,Arizona,26,25,7,7,73,70,143,West,West
R,R4W1,R3W1,R3W2,786,786,660,04,03,Syracuse,Marquette,26,23,9,8,55,39,145,East,East
R,R4X1,R3X1,R3X2,670,670,592,04,03,Michigan,Florida,25,26,7,7,79,59,146,South,South
R,R4Y1,R3Y1,R3Y2,651,651,577,01,02,Louisville,Duke,29,27,5,5,85,63,146,Midwest,Midwest
R,R4Z1,R3Z1,R3Z2,846,846,720,09,02,Wichita St,Ohio St,26,26,8,7,70,66,145,West,West
R,R5WX,R4W1,R4X1,670,786,670,04,04,Syracuse,Michigan,26,25,9,7,56,61,152,East,South
R,R5YZ,R4Y1,R4Z1,651,651,846,01,09,Louisville,Wichita St,29,26,5,8,72,68,152,Midwest,West
R,R6CH,R5WX,R5YZ,651,670,651,04,01,Michigan,Louisville,25,29,7,5,76,82,154,South,Midwest
